text,label
"ຂ້ອຍຄິດວ່າມັນມີຄວາມໝາຍຫຼາຍຢ່າງສຳລັບເຈົ້າທີ່ຈະຫັນມາເປັນປື້ມ,",Lao
ເພາະວ່າໃນທີ່ສຸດມັນເປັນຮູບແບບຂອງກຳແພງແລະຂ້ອຍຄິດວ່າການຫັນມັນເປັນປື້ມເປັນຕົວແທນຂອງສິ່ງທີ່ທ່ານໄດ້ສ້າງສິ່ງໃໝ່ໆທີ່ຈຳເປັນເພື່ອປ່ຽນເປັນຮູບແບບກ່ອນໜ້ານີ້.,Lao
"ພາຍຫຼັງໄດ້ດຳເນີນມາເປັນເວລາ3ວັນຢູ່ນະຄອນໂຮ່ຈີມິນ,",Lao
"ຕອນຄ່ຳວັນທີ24ກັນຍາ,",Lao
ເຫດການໝູ່ບ້ານອາຊຽນ2017ໄດ້ຮັບການຈັດຕັ້ງເນື່ອງໃນໂອກາດສະເຫຼີມສະຫຼອງ50ປີແຫ່ງວັນສ້າງຕັ້ງອາຊຽນແລະ22ປີແຫ່ງວັນຫວຽດນາມເຂົ້າເປັນສະມາຊິກອາຊຽນໄດ້ອັດລົງ.,Lao
"ທ່ານພັນເອກຕ່າວວັນທ໊າຍໄດ້ສະແດງຄວາມຂອບອົກຂອບໃຈຕໍ່ການສະໜັບສະໜູນຢ່າງໃຫຍ່ຫຼວງຈາກເພື່ອນມິດສາກົນ,",Lao
"ພິເສດແມ່ນການຊ່ວຍເຫຼືອຢ່າງສຸດໃຈຂອງພັກ,ລັດແລະກອງທັບປະຊາຊົນລາວ,",Lao
ສຳລັບການເຕີບໃຫຍ່ຂອງກອງທັບປະຊາຊົນຫວຽດນາມກໍຄືໃນການກໍ່ສ້າງແລະປ້ອງກັນສັງຄົມນິຍົມແຜ່ນດິນຫວຽດນາມ.,Lao
ສ້າງລະບົບຮ່ວມສຳພັນຄຸນຄ່າການພັດທະນາເສດຖະກິດ-ສັງຄົມເຂດຊົນເຜົ່າສ່ວນໜ້ອຍ.,Lao
"ດັ່ງນັ້ນສິ່ງທີ່ທ່ານມີຢູ່ນີ້ບໍ່ແມ່ນງົວນົມຫຼືແກະmouflon,",Lao
"ແຕ່ແມ່ນງົວນົມກັບmitochondriaຂອງງົວທຳມະດາ,",Lao
ນັ້ນແມ່ນມັນມີໂຕພັນຂອງໂຕໂຕະຂອງໂຕງົວ.,Lao
ແລະmouflonແກະທີ່ມີຈຸລັງແຊນmitochondrialຂອງຊະນິດແກະອື່ນ.,Lao
"ແລະບໍ່ມີໃຜຫລືສັດໃດໆ,",Lao
ພວກເຂົາບໍ່ສົນໃຈກັບນາງ.,Lao
"ໃນການປາກເວົ້າຍາວ3ນາທີຂອງນາງ,",Lao
ດຣLauraTriceສະເໜີຄວາມຄິດກ່ຽວກັບພະລັງຂອງ2ຊົ່ວໂມງ&laquoຂໍຂອບໃຈlaquo-,Lao
"ເຮັດໃຫ້ມິດຕະພາບຂອງທ່ານເລິກເຊິ່ງ,",Lao
"ເພີ່ມທະວີຄວາມເປັນມິດ,ແລະໃຫ້ແນ່ໃຈວ່າຄົນອື່ນຮູ້ວ່າມັນມີຄວາມໝາຍແນວໃດຕໍ່ທ່ານຈົ່ງຍົກເລີກ.",Lao
ບາງທີມັນກໍ່ລົ້ມເຫລວ.,Lao
"ແລະຫຼັງຈາກນັ້ນ,",Lao
ຄວາມຮັບຜິດຊອບຂອງພວກເຮົາແມ່ນຫຍັງ?,Lao
ໂຄງການດັ່ງເກົ່າກໍມຸ່ງໄປເຖິງການສ້າງສະພາບແວດລ້ອມນະໂຍບາຍທີ່ມີຜົນປະໂຫຍດໃຫ້ແກ່ການຊຸກຍູ້ການກະທໍາທີ່ມີຄວາມຮັບຜິດຊອບແລະເພີ່ມກາລະໂອກາດສົນທະນາລະຫວ່າງບັນດາຝ່າຍທີ່ກ່ຽວຂ້ອງ.,Lao
"ພ້ອມທັງ,ບັນດາຄວາມຫຍຸ້ງຍາກ,ສິ່ງທ້າທາຍທີ່ອາຊຽນຕ້ອງປະເຊີນໜ້າແລະຄວນສົມທົບກັນເມື່ອຜັນຂະຫຍາຍການສ້າງຕັ້ງຂອບເຂດໃຫ້ແກ່ເຄືອຂ່າຍ5Gກໍ່ໄດ້ຍົກອອກມາປຶກສາຫາລື.",Lao
"ກ່ອນອື່ນໝົດ,ມັນເປັນຄວາມຈິງທີ່ວ່າຂ້ອຍບໍ່ແມ່ນຄົນອື່ນ,",Lao
"ຄົນທີ່ລ້າສະໄຫມນີ້,ຕະຫຼາດເສລີທີ່ມີການຄວບຄຸມຂອງລັດຖະບານ.",Lao
"ແລະສອງນາທີຕໍ່ມາ,",Lao
"ຂ້ອຍໄດ້ຮັບຄຳຕອບຈາກຄົນທີ່ຊື່Kimberlyຈາກສະຫະລັດ,",Lao
ທ້າທາຍຂ້ອຍວ່າເປັນຫຍັງຂ້ອຍກັງວົນກ່ຽວກັບເລື່ອງນີ້?,Lao
"ຂໍຂອບໃຈກັບລະບົບສັນຍາລັກໃນຄວາມຫມາຍແລະຄວາມກະຕືລືລົ້ນໃນການປະຕິບັດຕົວຈິງ,",Lao
ຂ້ອຍສາມາດສຸມໃສ່ການເຕັ້ນຢ່າງແຮງຈົນວ່າຫລັງຈາກສອງສາມອາທິດຂ້ອຍກໍ່ສາມາດເຕັ້ນ.,Lao
"ພິທີອອກເຄື່ອນພົນອາສາສະໝັກເພື່ອຮັບໃຊ້Festivalເຫວ້2018,",Lao
"ເພື່ອຄັດເລືອກເອົາກຳລັງອາສາສະໝັກແນໃສ່ຮັບໃຊ້Festivalເຫວ້2018,",Lao
"ນັບແຕ່ຕົ້ນປີນີ້,ຄະນະຊາວໜຸ່ມແຂວງເທື່ອທຽນ-ເຫວ້ໄດ້ເລືອກເຟັ້ນເອົາ1.600ສະມາຊິກຊາວໜຸ່ມ,",Lao
"ໄວໜຸ່ມ,ນັກຮຽນ,ນັກສຶກສາທີ່ພວມຮ່ຳຮຽນ,ເຮັດວຽກ,ດຳລົງຊີວິດໃນບໍລິເວນທ້ອງຖິ່ນ.",Lao
ຄະນະກຳມະການດ້ານຈັນຍາບັນແລະການຄົ້ນຄວ້າ:,Lao
"ຖ້າທ່ານຕ້ອງໄດ້ການເຮັດສິ່ງໃໝ່ໆກ່ຽວກັບວິພາກວິທະຍາ,",Lao
ທ່ານຕ້ອງໄດ້ຮັບໃບອະນຸຍາດຈາກຈັນຍາບັນແລະພະແນກຄົ້ນຄ້ວາທ້ອງຖິ່ນຂອງທ່ານ.,Lao
"ແລະບາງທີ່ພວກເຮົາສາມາດຄິດເຖິງຮ້ານອາຫານຈີນຄືLinux:ເປີດແຫຼ່ງ,ຖືກເຕົ້າ.",Lao
ບ່ອນທີ່ແນວຄວາມຄິດຈາກຄົນໜຶ່ງສາມາດຖືກເຄັດລອກແລະເຜີຍແຜ່ຕະຫຼອດລະບົບ;,Lao
ແລະອາດຈະມີອາຫານສະເພາະຂອງຈີນຂຶ້ນຢູ່ກັບພາກພື້ນ.,Lao
"ມັນໄດ້ໃຊ້ເວລາພຽງແຕ່17ວັນເພື່ອຫ້າມການ,",Lao
ນຳໃຊ້ຄຳແນະນຳເຫລົ່ານັ້ນເພື່ອການກຳນົດການຄຸ້ມຄອງ.,Lao
ຮັບປະກັນສະພາບແວດລ້ອມແຫ່ງການລົງທຶນໃຫ້ດີທີ່ສຸດເພື່ອໃຫ້ນັກລັງທຶນຕ່າງປະເທດຂະຫຍາຍຕົວຢູ່ຫວຽດນາມ.,Lao
"ເຫດການດັ່ງກ່າວໂດຍກະຊວງສາທາລະນະສຸກສົມທົບກັບບໍລິສັດຫຸ້ນສ່ວນສົ່ງອອກ-ນຳເຂົ້າເຄື່ອງອຸປະກອນການແພດ,ການຢາຫວຽດນາມແລະບໍລິສັດຫຸ້ນສ່ວນງານຕະຫລາດນັດວາງສະແດງແລະໂຄສະນາຫວຽດນາມຈັດຕັ້ງ.",Lao
"ປີ2019,ມີຫໍສະໝຸດສາທາລະນະ24.080ແຫ່ງເພິ່ມຂຶ້ນ14%ເມື່ອທຽບໃສ່ປີ2018,ປື້ມອ່ານ44ລ້ານຫົວ,ເພີ່ມຂຶ້ນ3%ເມື່ອທຽບໃສ່ປີ2018…",Lao
"ໂຄງການດັ່ງກ່າວຍັງຍູ້ແຮງການຮັບໃຊ້ໃຫ້ແກ່ບັນດາເປົ້າໝາຍຜູ້ອ່ານປື້ມແບບພິເສດ,ຄືຄົນພິການ,ຄົນຕາບອດ,ນັກໂທດ.",Lao
"ບາງຄັ້ງຕົ້ນໄມ້ທັງໝົດລຽນແບບແມງໄມ້,ແມ່ນແຕ່ພວກເຮົາ.",Lao
ເຫຼົ່ານີ້ແມ່ນທາດໂມເລກຸນທາດສັງກະສີ4ໜ່ວຍທີ່ກ່ຽວຂ້ອງກັບປະລໍາມະນູໄຮໂດເຈນ.,Lao
"ການສ້າງສາລັດຖະບານຄືນໃໝ່ໂດຍການປະຕິຮູບການເມືອງແມ່ນຄຳຕອບ,ແລະບໍ່ປະຕິຮູບປະຊາຊົນດ້ວຍສູດທີ່ສ້າງຂຶ້ນເຊິ່ງປະເທດທີ່ພັດທະນາບໍ່ມີປະສິດຕິຜົນພະຍາຍາມບັງຄັບຄົນຄືພວກເຮົາ.",Lao
"ແລະໃນຊ່ວງເວລາທັງປີນີ້,ປື້ມຫຼາຍຫົວ,ລາວບໍ່ເຄີຍເບື່ອໜ່າຍ.",Lao
"ປອຟ້າມວັນເຕີນຊີ້ແຈ້ງວ່າເພື່ອໃຫ້ບັນດາອົງການຈັດຕັ້ງນີ້ປະກອບສ່ວນດີກວ່າອີກຄວນຍົກສູງຄວາມຮັບຮູ້ຂອງປະຊາຊົນ,",Lao
"ສິ່ງສຳຄັນແມ່ນຄວາມຮັບຮູ້ແລະຄວາມຮັບຜິດຊອບຂອງບັນດາອົງການໃນກົງຈັກລັດໃນການປະກາດໃຊ້ນະໂຍບາຍ,",Lao
ແຜນນະໂຍບາຍກົດໝາຍເພື່ອເພີ່ມທະວີບົດບາດຂອງບັນດາອົງການຈັດຕັ້ງສັງຄົມ.,Lao
"ແລະໜຶ່ງໃນເຫດຜົນ,ນາງເວົ້າວ່າມັນແມ່ນແມ່ຂອງລາວທີ່ເສຍຊີວິດຕອນລາວຍັງນ້ອຍ,ໃຈຮ້າຍກັບລາວ.",Lao
"ໃນຄວາມເປັນຈິງ,ໄດ້ມີການຮຽກຮ້ອງທົ່ວໂລກສຳລັບເຄື່ອງກວດຈັບໃໝ່ທີ່ເປັນມິດກັບສິ່ງແວດລ້ອມທີ່ພວກເຂົາຕ້ອງການຜະລິດ,",Lao
ແຕ່ສ່ວນຫຼາຍແມ່ນຢູ່ໃນປະເທດກຳລັງພັດທະນາ.,Lao
"ແລະດັ່ງນັ້ນໃນເອຊາຢາ,",Lao
ພວກເຮົາມີຂໍແລກຄວາມແປກໆທີ່ສັງເກດເຫັນຄວາມດີບໍ່ແມ່ນມາຈາກMardukແຕ່ວ່າດ້ວຍພຣະວິນຍານບໍລິສຸດຂອງອິດສະຣາເອນ-,Lao
"ພຣະວິນຍານບໍລິສຸດຂອງອິດສະຣາເອນຍັງເອີ້ນຊື່ຊີຣິດຕາມຊື່,",Lao
ຍັງຈັບເອົາເຊຣາໂດຍມືແລະເອີ້ນລາວໃຫ້ນຳພາປະຊາຊົນຂອງພວກເຮົາ.,Lao
"ໃນປະເທດໄນຈີລຽດ,ຜູ້ຄົນຖືເອົາຂອງທີ່ມີຄ່າທີ່ສຸດໃສ່ຫົວຂອງພວກເຂົາ.",Lao
"ຂ້ອຍເຮັດໃນເວລາດຽວກັນໂດຍການປະເມີນສິ່ງທີ່ກ່ຽວຂ້ອງກັບການສ້າງຂອງຂ້ອຍເອງລວມທັງບາງເຫດການທີ່ເກີດຂື້ນ,",Lao
ແລະທີ່ຈິງແລ້ວມັນບໍ່ໄດ້ເກີດຂື້ນ,Lao
ກ່ອນໜ້ານີ້ກ່ວາຕອນທີ່ຂ້ອຍກຽມພ້ອມທີ່ຈະສ້າງສິ່ງໃໝ່ໆ.,Lao
ຄະນະຜູ້ແທນຫວຽດນາມໂດຍທ່ານຮອງລັດຖະມົນຕີກະຊວງພາຍໃນຫງວຽນຈ້ອງ_ເທື່ອນຳໜ້າເຂົ້າຮ່ວມກອງປະຊຸມ.,Lao
"ອາດຈະຢັ້ງຢືນໄດ້ວ່າການເຕີບໂຕຂອງເສດຖະກິດຫວຽດນາມໃກ້ຈະບັນລຸລະດັບສູງຕາມເປົ້າໝາຍສູ້ຊົນຂອງປີ2019ແມ່ນ6,6–6,8%ເຊິ່ງສະພາແຫ່ງຊາດຫວຽດນາມໄດ້ມອບໝາຍໃຫ້.",Lao
ພວກເຮົາມີປະສົບການໃນການຜະລິດແບບທີ່ມີຄວາມຊຳນານໃນການຜະລິດແບບທີ່ດີກວ່າແລະດີກວ່າເກົ່າ.,Lao
"ແລະບໍ່ຄືກັບເຄື່ອງສະກັດນ້ຳສົ້ມ,",Lao
"ມັນບໍ່ໄດ້ຂົ່ມຂູ່ທີ່ຈະຕິດຢູ່ໃນສະໝອງຂອງທ່ານ,",Lao
"ແຕ່ປ່ຽນແທນເຂົ້ານັ້ນ,ມັນພຽງແຕ່ຍຶດໝັ້ນຢູ່ໃນສະໝອງຂອງທ່ານເທົ່ານັ້ນ.",Lao
PhyllisRodriguez:,Lao
ພວກເຮົາຢູ່ທີ່ນີ້ໃນມື້ນີ້ເພາະວ່າມີຄວາມຮູ້ສຶກລະຫວ່າງພວກເຮົາທີ່ຄົນສ່ວນໃຫຍ່ຖືວ່າເປັນມິດຕະພາບທີ່ຜິດປົກກະຕິ.,Lao
"ກ່ອນໜ້ານັ້ນ,ເຫຼົ່າທັບປ້ອງກັນອາກາດ-ກອງທັບອາກາດໄດ້ມອບເນື້ອທີ່ດິນ37ເຮັກຕາຢູ່ທາງທິດຕາເວັນຕົກສະໜາມບິນໃຫ້USAIDເພື່ອເລີ່ມຕົ້ນປະຕິບັດບັນດາການເຄື່ອນໄຫວໃນຂອບເຂດຂອງໂຄງການແກ້ໄຂມົນລະພິດດີໂອຊີນເຂດສະໜາມບິນບຽນຮ່ວາ.",Lao
"ນາງໄດ້ເຮັດສັນຍາສ້າງແບບຈຳລອງ,",Lao
"ຫຼັງຈາກນັ້ນນາງກໍ່ຫົວຂວັນຂ້ອຍ,",Lao
"ນາງເວົ້າວ່າ''ເຈົ້າຮູ້ບໍ່,",Lao
ຂ້ອຍອາດຈະໄດ້ຮັບໂອກາດການສ້າງແບບຈຳລອງຫລາຍຂື້ນຖ້າເຈົ້າເຮັດໃຫ້ຂ້ອຍສູງ6ຟຸດ.'',Lao
ພໍ່ຂອງຂ້ອຍໄດ້ປະໄວ້ມໍລະດົກຂອງການຂຽນຂອງລາວຜ່ານຈົດໝາຍແລະປື້ມບັນທຶກ.,Lao
"ຫວຽດນາມບັນລຸໄດ້ບັນດາຜົນງານສຳຄັນກ່ຽວກັບການປັບປຸງລະບອບນະໂຍບາຍ,ຢັ້ງຢືນຫຼັກການພື້ນຖານເສດຖະກິດມີ,ຫຼາຍພາກສ່ວນ,ຫຼາຍຮູບການແຈກຢາຍ.",Lao
ທະນາຄານUOBຄາດຄະເນຫວຽດນາມດຶງດູດທຶນFDIໄດ້20ຕື້USDໃນປີນີ້.,Lao
"ງານFestivalເຂົ້າສານແມ່ນຂົວເຊື່ອມຕໍ່ບັນດາການເຄື່ອນໄຫວແນະນຳ,",Lao
"ໂຄສະນາຄວາມສາມາດບົ່ມຊ້ອນ,ທ່າແຮງໃນບັນດາຂົງເຂດເສດຖະກິດ-ວັດທະນະທຳ-ສັງຄົມຂອງແຂວງລອງອານແລະເຂດທົ່ງພຽງແມ່ນຊິ່ງຂອງທາງພາກໃຕ້ຫວຽດນາມໄປສູ່ບັນດາເຂດ,",Lao
"ພາຍໃນປະເທດແລະເພື່ອນມິດສາກົນກ່າວຄຳເຫັນທີ່ພິທີຊັກທຸງອາຊຽນປີ2018,",Lao
"ທ່ານຫງວຽນມິງແອງອຸປະທູດຊົ່ວຄາວສະຖານທູດຫວຽດນາມປະຈຳຈີເລ,ເນັ້ນໜັກວ່າການປະກອບສ່ວນຂອງອາຊຽນ,",Lao
"ສຳລັບສັນຕິພາບແລະສະຖຽນລະພາບຂອງພາກພື້ນ,",Lao
"ອາຊີຕາເວັນອອກສ່ຽງໃຕ້ໃນຕະຫລອດ51ປີຜ່ານມາ,",Lao
"ໃນນັ້ນ,ສິ່ງທີ່ເປັນໜ້າສົນໃຈນັ້ນແມ່ນການສ້າງຕັ້ງປະຊາຄົມອາຊຽນ.",Lao
"ແຈ້ງຂ່າວກັບສື່ມວນຊົນກ່ຽວກັບລະດັບຄວາມຄືບໜ້າຂອງການຫັນລັດວິສາຫະກິດເປັນຫຸ້ນສ່ວນ,",Lao
"ທ່ານຫງວຽນເທ໋ເຟືອງ,ຮອງລັດຖະມົນຕີກະຊວງແຜນການແລະການລົງທຶນໃຫ້ຮູ້ວ່າ",Lao
:ລັດຖະບານພວມຊີ້ນນຳການປະຕິບັດແຜນຮ່າງສັງລວມສ້າງໂຄງປະກອບລັດວິສາຫະກິດຄືນໃໝ່ຮອດປີ2020.,Lao
"ໃນໄລຍະ12ປີທີ່ຜ່ານມາ,CarterEmmartໄດ້ລວມເອົາຄວາມພະຍາຍາມຂອງນັກວິທະຍາສາດ,ນັກແຕ້ມ,ແລະນັກຂຽນໂປແກມເພື່ອສ້າງຮູບພາບ3Dທີ່ສົມບູນແບບຂອງຈັກກະວານທີ່ພວກເຮົາຮູ້ຈັກ.",Lao
ລາວໄດ້ສະແດງການວາງສະແດງການທ່ອງທ່ຽວທີ່ໜ້າຕື່ນຕາຕື່ນໃຈນີ້ແລະໄດ້ອະທິບາຍວິທີການແບ່ງປັນມັນກັບສິ່ງອຳນວຍຄວາມສະດວກຕ່າງໆໃນທົ່ວໂລກ.,Lao
"ແລະນັ້ນປະກອບມີທຳມະຊາດ,ແລະການລ້ຽງດູແລະສິ່ງທີ່ຂ້ອຍຖືວ່າເປັນຄວາມຝັນຮ້າຍ",Lao
ຄະນະພະແນກທ່ອງທ່ຽວນະຄອນໂຮ່ຈີ໋ມີນແລະວິສາຫະກິດທ່ອງທ່ຽວຫວຽດນາມເຂົ້າຮ່ວມແລະມີຮ້ານແນະນຳຜະລິດຕະພັນທ່ອງທ່ຽວທີ່ງານຕະຫຼາດນັດ.,Lao
"ສະພາສິລະປະລວມມີນັກວິຊາການດ້ານສິລະປະ,",Lao
"ກຣາຟິກຂອງຫວຽດນາມ,ໄທ,ຍີ່ປຸ່ນໄດ້ເລືອກເອົາພາບແຕ້ມກຣາຟິກ117ແຜ່ນຂອງຈິດຕະກອນ84ຄົນເພື່ອວາງສະແດງ,",Lao
ແນະນຳຢູ່ງານວາງສະແດງດັ່ງກ່າວ.,Lao
ໃນຂະນະດຽວກັນການຜະລິດອາຫານກາຍເປັນອຸດສາຫະກຳ.,Lao
"ໃນກອງປະຊຸມສະຫຼຸບວຽກງານອຸດສາຫະກຳໜັງແລະເກີບໜັງປີ2018ແລະການວາງແຜນສຳລັບປີ2019ໄດ້ໄຂຂຶ້ນໃນວັນທີ26ທັນວາ,",Lao
"ທ່ານນາງຟ້າມທິແທງຊວນ,ເລຂາທິການໃຫຍ່ສະຫະສະມາຄົມເກີບໜັງ-ກະເປົາຫວຽດນາມ(LEFASO)ໃຫ້ຮູ້ວ່າ:",Lao
"ຂະແໜງເກີບໜັງໄດ້ວາງຄາດໝາຍບັນລຸວົງເງິນສົ່ງອອກໃຫ້ໄດ້ປະມານ21,5ຕື້USDໃນປີ2019,",Lao
ດັດຊະນີການຜະລິດເພີ່ມຂຶ້ນກ່ວາ10%ເມື່ອທຽບໃສ່ປີ2018.,Lao
"ຮ່າໂນ້ຍເພີ່ມທະວີການຮ່ວມມືກັບຝລັ່ງໃນຂົງເຂດພັດທະນາຄົມມະນາຄົມ,ຕົວເມືອງ-",Lao
"ແມ່ນແລ້ວ,ຂ່າວໃໝ່ແມ່ນທັກສະທີ່ທ່ານ&#91;ຕົວທ່ານເອງ&#93;ການນຳເອົາຄວາມຂັດແຍ່ງເບິ່ງຄືວ່າມີຄວາມສຳຄັນຫຼາຍກ່ວາເງື່ອນໄຂ,",Lao
"ຮຽກຮ້ອງໃຫ້ພວກເຂົາສາມັກຄີ,ວາງແຜນແລະຮັກສາລະບຽບວິໄນທີ່ບໍ່ແມ່ນອາວຸດ.",Lao
"ຄົ້ນຄວ້າຮ່າງກົດໝາຍບາງສະບັບທີ່ສົ່ງຜົນກະທົບເຖິງເຂດຊົນເຜົ່າສ່ວນໜ້ອຍທີ່ກອງປະຊຸມ,",Lao
"ທ່ານເຈິ່ນກົງບີງ,ຜູ້ຕາງໜ້າກອງທຶນເດັກສະຫະປະຊາຊາດປະຈຳຫວຽດນາມຖືວ່າ:ເລື່ອງເຊື່ອມຕໍ່ລະຫວ່າງບັນດາອົງການສື່ມວນຊົນກັບບັນດາອົງການຈັດຕັ້ງ,",Lao
ຫົວໜ່ວຍທີ່ເຄື່ອນໄຫວໃນຂົງເຂດປົກປ້ອງສິດທິເດັກແມ່ນໜຶ່ງໃນບັນດາປັດໄຈສຳຄັນທີ່ສຸດ.,Lao
"ທ່ານຫງວຽນວັນບິ່ງໄດ້ຕີລາຄາສູງຕໍ່ການຮ່ວມມືທີ່ແທດຈິງແລະມີປະສິດທິຜົນລະຫວ່າງຫວຽດນາມແລະIMFໃນໄລຍະຜ່ານມາ,",Lao
ພິເສດແມ່ນໃນບັນດາການເຄື່ອນໄຫວໃຫ້ຄໍາປຶກສາດ້ານນະໂຍບາຍກ່ຽວກັບທະນາຄານ-ການເງິນ.,Lao
ຄົນສ່ວນໃຫຍ່ຄາດເດົາວ່າຂໍ້ຄວາມທີ່ໂທຫາເພື່ອປະຢັດເງິນຈະເຮັດວຽກໄດ້ດີທີ່ສຸດ.,Lao
"ກອງປະຊຸມສຳມະນາແມ່ນກາລະໂອກາດທີ່ດີ,ມີປະໂຫຍດເພື່ອໃຫ້2ຝ່າຍແບ່ງປັນຂໍ້ມູນຂ່າວສານ,ຕີລາຄາກ່ຽວກັບບັນດາກາລະໂອກາດແລະສິ່ງທ້າທາຍທີ່ໄດ້ວາງອອກຈາກວິວັດການຜັນຂະຫຍາຍສັນຍາ2ສະບັບດັ່ງກ່າວ,ເປັນຕົ້ນແມ່ນສັນຍາEVFTA-ແມ່ນໜຶ່ງໃນບັນດາສັນຍາການຄ້າເສລີໃໝ່.",Lao
ດ້ວຍລະດັບຄຳໝັ້ນສັນຍາຢ່າງເລິກເຊິ່ງກ້ວາງຂວາງແລະຮອບດ້ານທຳອິດເຊິ່ງປະເທດເຮົາຜັນຂະຫຍາຍ.,Lao
ເຄື່ອງມືເຫລົ່ານັ້ນແມ່ນເຄື່ອງມືທີ່ພວກເຂົາຮຽນພຽງແຕ່ປະຕິບັດງານພາຍໃນນາທີ.,Lao
"ແລະໃນເມືອງPhiladelphia,ທ່ານມີກະດູກສັນຫຼັງຂອງຊີດPhiladelphia,ມັນຄ້າຍຄືກັບໄຂ່ມ້ວນຢູ່ດ້ານນອກ,ແຕ່ມີກະດູກປີ້ງເນີຍແຂງຢູ່ດ້ານໃນ.",Lao
"ພວກເຮົາບໍ່ຮູ້ສິ່ງທີ່ກຳລັງເກີດຂື້ນ,ປ່ອຍໃຫ້ຈິດໃຈຂອງແມງໄມ້,ຈິດໃຈຂອງມະນຸດຄົນໃດຄົນໜຶ່ງຢູ່.",Lao
ສະບາຍດີໝົດທຸກຄົນ!,Lao
"ປີ2018,ແມ່ນປີທີ5ຢ່າງລຽນຕິດທີຫວຽດນາມໄດ້ສົ່ງແຮງງານກ່ວາ100.000ຄົນໄປເຮັດວຽກຢູ່ຕ່າງປະເທດຕາມສັນຍາຂອງແຕ່ລະປີ.",Lao
ພວກເຮົາທຸກຄົນມີຄວາມກະຕືລືລົ້ນໃນການມີຊີວິດທີ່ພວກເຮົາຮູ້ກ່ຽວກັບ.,Lao
"ເຖິງຢ່າງໃດກໍ່ຕາມ,ຂອບຂະໜາດການFIXແລກປ່ຽນການຄ້າລະຫວ່າງ2ປະເທດຍັງຢູ່ໃນລະດັບຕ່ຳເມື່ອທຽບໃສ່ກັບຄວາມສາມາດບົ່ມຊ້ອນແລະທ່າແຮງຂອງແຕ່ລະຝ່າຍ,",Lao
ດ້ວຍຍອດວົງເງິນການຄ້າ2ຝ່າຍບັນລຸໄດ້342ລ້ານUSDໃນປີ2017.,Lao
"ສິ່ງທີ່ເຈົ້າໄດ້ຮຽນໃນຂະນະທີ່ຮັບໃຊ້ໃນກອງທັບອັງກິດ,ກ່ຽວກັບຄວາມໄວ,ຄວາມເຂັ້ມແຂງ,",Lao
ເຮັດໃຫ້ພວກເຂົາໄປຢູ່ອີກຟາກຖືກຕ້ອງ.,Lao
ດຽວນີ້ມີສິ່ງໃດທີ່ເຈົ້າບໍ່ທັນໄດ້ເຮັດບໍ່?,Lao
ຂ້ອຍຕ້ອງປ່ຽນລົດໄຟທີ່53rd_St..,Lao
ບ່ອນທີ່ສອງລົດຍົກຍັກໃຫຍ່ເຫຼົ່ານີ້ຕັ້ງຢູ່.,Lao
"ປັດຈຸບັນ,ການລົງທຶນຂອງບັນດາວິສາຫະກິດຫວຽດນາມຢູ່ລາວຢືນອັນດັບທີ3ໃນຈຳນວນບັນດາປະເທດມີໂຄງການລົງທຶນຢູ່ລາວ.",Lao
"ນັກວິທະຍາສາດສາມາດຄວບຄຸມມັນໄປເບື້ອງຊ້າຍ,ຂວາ.",Lao
"ຂ້ອຍບໍ່ຕ້ອງການເວົ້າ''ຂ້ອຍດີເລີດ,''ເພາະວ່າມັນຟັງຄື່ວ່າສົມມຸດຕິຖານເກີນໄປ,ແລະຫຼັງຈາກນັ້ນຂ້ອຍຈະບໍ່ມີໝູ່.",Lao
"ຕາມທ່ານບ່າຍຕ໋າຮ່ວາງຫວູ,ຫວຽດນາມກໍ່ພວມມານະພະຍາຍາມຈົນສຸດຄວາມສາມາດເພື່ອເປິດສາຍການບິນໂດຍກົງຈາກນະຄອນໂຮ່ຈີ໋ມີນເຖິງນິວແດນລີໂດຍໄວ.",Lao
"ມັນຢາກຄ້າຍຄືກັບການອອກແບບເສົາໄຟຟ້າ,",Lao
ແລະມັນຄວນຈະໃຊ້ງ່າຍ:,Lao
ທ່ານຕ້ອງຮູ້ວ່າມັນຢູ່ໃສແລະມັນເຮັດຫຍັງ.,Lao
"ແລະດັ່ງທີ່ລາວໄດ້ເລົ່າ,",Lao
"ກ່ອນນີ້ມີຄົນໜຶ່ງ,",Lao
"ນັກການທູດຈີນທີ່ມີຊື່ສຽງຄົນໜຶ່ງໄດ້ປະກົດຕົວມາ,",Lao
"ແລະລາວໄດ້ຖືກຂໍໃຫ້ສ້າງອາຫານທີ່ເບິ່ງຄື່ວ່າເປັນທີ່ນິຍົມທີ່ລາວສາມາດອ້າງອີງ,",Lao
&quotຍອມຮັບ&laquoແມ່ນພາສາຈີນ.,Lao
"ນອກຈາກນີ້,ຍັງມີອາຫານຈີນ-ເປຣູເຊິ່ງທ່ານບໍ່ຄວນສັບສົນກັບອາຫານຈີນ-ອາຫານເມັກຊິໂກ,",Lao
ແຕ່ໂດຍພື້ນຖານແລ້ວພວກມັນເອົາສິ່ງຂອງແລະເຮັດໃຫ້ມັນຄ້າຍຄືfajitas.,Lao
"ໄຂງານບຸນຫນັງສືພິມລະດູບານໃໝ່ປີຈໍ2018ຢູ່ຫຼາຍແຂວງ,ນະຄອນ. ",Lao
"ດັ່ງນັ້ນຄຳຖາມຢູ່ນີ້ແມ່ນ,",Lao
